query_id,query_text,doc_id,posicao_ranking,score_bm25,doc_fonte
21,"why does the compressibility transformation fail to correlate the high
speed data for helium and air .",421,3,15.203823222189083,False
22,"did anyone else discover that the turbulent skin friction is not over
sensitive to the nature of the variation of the viscosity with
temperature .",125,1,21.372810350747528,False
22,"did anyone else discover that the turbulent skin friction is not over
sensitive to the nature of the variation of the viscosity with
temperature .",560,2,19.065816985886357,False
22,"did anyone else discover that the turbulent skin friction is not over
sensitive to the nature of the variation of the viscosity with
temperature .",413,3,17.875646662786473,False
23,what progress has been made in research on unsteady aerodynamics .,892,1,19.053630873115086,True
24,"what are the factors which influence the time required to invert large
structural matrices .",756,1,27.46579488155625,True
24,"what are the factors which influence the time required to invert large
structural matrices .",833,3,16.0276445285636,False
26,"what is a single approximate formula for the displacement thickness of
a laminar boundary layer in compressible flow on a flat plate .",307,2,26.119271649319916,False
27,"how is the design of ring or part ring wings by linear theory affected
by thickness .",1176,1,23.711463580249898,False
27,"how is the design of ring or part ring wings by linear theory affected
by thickness .",1031,2,22.664068687978382,False
27,"how is the design of ring or part ring wings by linear theory affected
by thickness .",888,3,21.77112583963547,False
28,what application has the linear theory design of curved wings .,367,1,12.282511988851201,False
28,what application has the linear theory design of curved wings .,674,2,11.862088483428073,False
28,what application has the linear theory design of curved wings .,762,3,11.82130850566072,False
29,"what is the effect of cross sectional shape on the flow over simple
delta wings with sharp leading edges .",420,2,30.045590193138644,False
30,papers on flow visualization on slender conical wings .,683,1,14.082720165389244,False
30,papers on flow visualization on slender conical wings .,513,2,12.855957378606664,True
30,papers on flow visualization on slender conical wings .,601,3,12.430747190609338,False
31,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio .",751,1,33.313374143787385,True
31,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio .",1209,2,19.416891890801878,False
31,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio .",1153,3,19.31685568348271,False
32,"to find an approximate correction for thickness in slender thin-wing
theory .",752,1,30.02111164646068,True
32,"to find an approximate correction for thickness in slender thin-wing
theory .",1186,2,15.865559423667646,False
33,"how do interference-free longitudinal stability measurements (made
using free-flight models) compare with similar measurements made in
a low-blockage wind tunnel .",516,1,62.95863876123639,True
34,"have wind tunnel interference effects been investigated on a systematic
basis .",1153,1,18.039348366510506,False
34,"have wind tunnel interference effects been investigated on a systematic
basis .",516,2,17.781389525824572,True
35,"are there any papers dealing with acoustic wave propagation in reacting
gases .",1244,1,15.267796110413016,False
35,"are there any papers dealing with acoustic wave propagation in reacting
gases .",1314,2,13.789542836578864,False
35,"are there any papers dealing with acoustic wave propagation in reacting
gases .",1327,3,13.771922620727572,False
36,"has anyone investigated relaxation effects on gaseous heat transfer to a
suddenly heated wall .",623,2,17.2415108607511,False
36,"has anyone investigated relaxation effects on gaseous heat transfer to a
suddenly heated wall .",123,3,16.44241925720251,False
37,are there any theoretical methods for predicting base pressure .,186,1,11.815932557548697,False
37,are there any theoretical methods for predicting base pressure .,1311,2,10.43250704933595,False
37,are there any theoretical methods for predicting base pressure .,126,3,9.915128620997677,False
38,does transition in the hypersonic wake depend on body geometry and size,536,1,20.10230097037296,True
38,does transition in the hypersonic wake depend on body geometry and size,976,2,13.804347645725603,False
38,does transition in the hypersonic wake depend on body geometry and size,294,3,13.381347773104252,False
39,how can one detect transition phenomena in boundary layers .,1205,1,15.536932596695275,False
40,how can one detect transition phenomena in hypersonic wakes .,536,1,21.00714683188829,True
40,how can one detect transition phenomena in hypersonic wakes .,1205,2,14.090987786777127,False
40,how can one detect transition phenomena in hypersonic wakes .,37,3,12.472919903500694,False
41,"has anyone investigated and developed a simple model for the vortex
wake behind a cruciform wing .",229,3,21.417511071285823,False
42,"what is a criterion that the transonic flow around an airfoil with a
round leading edge be validly analyzed by the linearized transonic flow
theory .",521,1,46.04025716038408,True
42,"what is a criterion that the transonic flow around an airfoil with a
round leading edge be validly analyzed by the linearized transonic flow
theory .",526,2,36.32733347817662,False
42,"what is a criterion that the transonic flow around an airfoil with a
round leading edge be validly analyzed by the linearized transonic flow
theory .",440,3,35.946945518555005,False
43,"can the transonic flow around an arbitrary smooth thin airfoil be
analysed in a simple approximate way .",404,3,18.14368514819779,False
44,"what are the details of the rigorous kinetic theory of gases .
(chapman-enskog theory) .",1190,1,16.365848491340977,False
44,"what are the details of the rigorous kinetic theory of gases .
(chapman-enskog theory) .",103,2,14.399807354005167,False
44,"what are the details of the rigorous kinetic theory of gases .
(chapman-enskog theory) .",1199,3,13.126671625268084,False
45,"has anyone investigated the effect of surface mass transfer on
hypersonic viscous interactions .",525,2,26.992660977405624,True
45,"has anyone investigated the effect of surface mass transfer on
hypersonic viscous interactions .",540,3,22.321020713168345,False
46,"what is the combined effect of surface heat and mass transfer on
hypersonic flow .",525,2,19.128945836772346,True
46,"what is the combined effect of surface heat and mass transfer on
hypersonic flow .",353,3,18.42402845827348,False
47,"what are the existing solutions for hypersonic viscous interactions over
an insulated flat plate .",525,1,28.62483495494388,True
47,"what are the existing solutions for hypersonic viscous interactions over
an insulated flat plate .",568,3,24.363053697892298,False
48,what controls leading-edge attachment at transonic speeds .,526,1,27.080508760452716,True
48,what controls leading-edge attachment at transonic speeds .,683,3,18.629616943822086,False
49,"can the three-point boundary-value problem for the blasius equation
be integrated numerically,  using suitable transformations,  without
iteration on the boundary conditions .",321,1,37.09776432608581,False
49,"can the three-point boundary-value problem for the blasius equation
be integrated numerically,  using suitable transformations,  without
iteration on the boundary conditions .",527,2,36.44622671249365,True
49,"can the three-point boundary-value problem for the blasius equation
be integrated numerically,  using suitable transformations,  without
iteration on the boundary conditions .",322,3,34.40007356896828,False
50,"what are the effects of small amounts of gas rarefaction on the
characteristics of the boundary layers on slender bodies of revolution .",192,2,20.853259916816846,False
50,"what are the effects of small amounts of gas rarefaction on the
characteristics of the boundary layers on slender bodies of revolution .",124,3,18.310295453869795,False
51,"what is the available information pertaining to boundary layers on very
slender bodies of revolution in continuum flow (the ?transverse
curvature  effect) .",528,3,28.123375433085588,True
52,"what is the available information pertaining to the effect of slight
rarefaction on boundary layer flows (the ?slip? effect) .",550,1,20.946885526306172,False
53,"what investigations have been made of the flow field about a body moving
through a rarefied,  partially ionized gas in the presence of a magnetic
field .",1221,2,28.970783944430405,False
53,"what investigations have been made of the flow field about a body moving
through a rarefied,  partially ionized gas in the presence of a magnetic
field .",1253,3,26.534033918105077,False
54,"how is the heat transfer downstream of the mass transfer region effected
by mass transfer at the nose of a blunted cone .",123,1,43.06335745834278,True
54,"how is the heat transfer downstream of the mass transfer region effected
by mass transfer at the nose of a blunted cone .",1213,3,31.985497525209276,False
55,"to what extent can the available information for incompressible boundary
layers be applied to problems involving compressible boundary layers .",17,3,22.12655455749665,False
56,"to what extent can readily available steady-state aerodynamic data be
utilized to predict lifting-surface flutter characteristics .",753,1,38.788128839004166,True
56,"to what extent can readily available steady-state aerodynamic data be
utilized to predict lifting-surface flutter characteristics .",441,2,22.80434869983111,False
57,"what are the significant steady and non-steady flow characteristics
which affect the flutter mechanism .",753,1,23.963168130372953,True
57,"what are the significant steady and non-steady flow characteristics
which affect the flutter mechanism .",1181,2,18.34972018171473,False
58,"is it possible to determine rates of forced convective heat transfer
from heated cylinders of non-circular cross-section,  (the fluid flow
being along the generators) .",754,1,32.67261472132461,True
58,"is it possible to determine rates of forced convective heat transfer
from heated cylinders of non-circular cross-section,  (the fluid flow
being along the generators) .",269,2,29.924482643000335,False
58,"is it possible to determine rates of forced convective heat transfer
from heated cylinders of non-circular cross-section,  (the fluid flow
being along the generators) .",873,3,26.678789424934763,False
59,"how much is known about boundary layer flows along non-circular
cylinders .",382,2,15.473745023508204,False
59,"how much is known about boundary layer flows along non-circular
cylinders .",789,3,14.778692255185673,False
60,"is there any simple,  but practical,  method for numerical integration
of the mixing problem (i.e. the blasius problem with three-point
boundary conditions) .",321,1,37.25599594364027,False
60,"is there any simple,  but practical,  method for numerical integration
of the mixing problem (i.e. the blasius problem with three-point
boundary conditions) .",322,3,36.493947813707834,True
61,"does there exist a closed-form expression for the local heat transfer
around a yawed cylinder .",539,3,24.2643805833298,True
62,"how far around a cylinder and under what conditions of flow,  if any,
is the velocity just outside of the boundary layer a linear function of
the distance around the cylinder .",483,1,29.137738093224886,False
62,"how far around a cylinder and under what conditions of flow,  if any,
is the velocity just outside of the boundary layer a linear function of
the distance around the cylinder .",533,2,27.340917035812048,False
62,"how far around a cylinder and under what conditions of flow,  if any,
is the velocity just outside of the boundary layer a linear function of
the distance around the cylinder .",381,3,25.947308410451733,False
63,where can i find pressure data on surfaces of swept cylinders .,843,1,11.31462149690925,False
63,where can i find pressure data on surfaces of swept cylinders .,1135,2,11.08757487075897,False
63,where can i find pressure data on surfaces of swept cylinders .,839,3,10.844129755345422,False
64,"can't the static deflection shapes be used in predicting flutter in
place of vibrational shapes . if so,  can we provide a justification by
means of an example .",52,2,21.375340518511585,False
64,"can't the static deflection shapes be used in predicting flutter in
place of vibrational shapes . if so,  can we provide a justification by
means of an example .",627,3,19.416418209317364,True
65,"does the boundary layer on a flat plate in a shear flow induce a
pressure gradient .",388,1,31.247701215535955,True
66,"can the procedure of matching inner and outer solutions for a viscous
flow problem be applied when the main stream is a shear flow .",128,1,32.61909719486339,False
66,"can the procedure of matching inner and outer solutions for a viscous
flow problem be applied when the main stream is a shear flow .",191,2,20.940119779836138,False
66,"can the procedure of matching inner and outer solutions for a viscous
flow problem be applied when the main stream is a shear flow .",1251,3,20.141688102775237,False
68,"what possible techniques are available for computing the injection
distribution corresponding to an isothermal transpiration cooled
hemisphere .",628,1,37.262700856962454,True
68,"what possible techniques are available for computing the injection
distribution corresponding to an isothermal transpiration cooled
hemisphere .",344,2,20.28972262958098,False
68,"what possible techniques are available for computing the injection
distribution corresponding to an isothermal transpiration cooled
hemisphere .",560,3,16.907697980672378,False
69,"what is known regarding asymptotic solutions to the exact boundary layer
equations .",128,1,15.329013245666246,False
69,"what is known regarding asymptotic solutions to the exact boundary layer
equations .",111,2,15.008332731113493,False
69,"what is known regarding asymptotic solutions to the exact boundary layer
equations .",306,3,13.970038766436192,False
70,previous solutions to the boundary layer similarity equations .,540,1,15.64852801059355,True
70,previous solutions to the boundary layer similarity equations .,180,2,14.107511470537265,False
70,previous solutions to the boundary layer similarity equations .,300,3,13.838026247836918,False
71,experimental results on hypersonic viscous interaction .,540,1,16.599373832934127,True
71,experimental results on hypersonic viscous interaction .,305,2,15.368397317542922,False
71,experimental results on hypersonic viscous interaction .,573,3,14.77388182893997,False
72,"what has been done about viscous interactions in relatively low reynolds
number flows,  particularly at high mach numbers .",1395,2,19.58191379346167,False
72,"what has been done about viscous interactions in relatively low reynolds
number flows,  particularly at high mach numbers .",63,3,18.777039753419434,False
73,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies .",541,2,34.66739298373949,True
74,"how significant is the possible pressure of a dissociated free stream
with respect to the realization of hypersonic simulation in high
enthalpy wind tunnels .",1153,1,23.29573281913215,False
74,"how significant is the possible pressure of a dissociated free stream
with respect to the realization of hypersonic simulation in high
enthalpy wind tunnels .",625,2,22.986494130616965,False
74,"how significant is the possible pressure of a dissociated free stream
with respect to the realization of hypersonic simulation in high
enthalpy wind tunnels .",876,3,21.738392998246432,False
75,"do the discrepancies among current analyses of the vorticity effect
on stagnation-point heat transfer result primarily from the
differences in the viscosity-temperature law assumed .",1395,1,21.885883359067616,False
75,"do the discrepancies among current analyses of the vorticity effect
on stagnation-point heat transfer result primarily from the
differences in the viscosity-temperature law assumed .",55,2,21.317465712942813,False
75,"do the discrepancies among current analyses of the vorticity effect
on stagnation-point heat transfer result primarily from the
differences in the viscosity-temperature law assumed .",565,3,20.70492685734434,False
76,"how far can one trust the linear viscosity-temperature solution
assumed in some of the analyses of hypersonic shock layer at low
reynolds number .",630,1,23.66580132898856,True
77,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime .",1395,2,29.174067652647384,False
77,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime .",630,3,26.596216152357435,True
78,"has anyone explained the kink in the surge line of a multi-stage
axial compressor .",543,2,29.78164224248468,True
79,"have any aerodynamic derivatives been measured at hypersonic mach
numbers and comparison been made with theoretical work .",199,1,17.59929036047758,False
79,"have any aerodynamic derivatives been measured at hypersonic mach
numbers and comparison been made with theoretical work .",1066,2,17.28478485458036,False
79,"have any aerodynamic derivatives been measured at hypersonic mach
numbers and comparison been made with theoretical work .",544,3,16.766288850768454,True
80,"are methods of measuring aerodynamic derivatives available which
could be adopted for use in short running time facilities .",544,1,24.333030349378998,True
80,"are methods of measuring aerodynamic derivatives available which
could be adopted for use in short running time facilities .",546,2,19.867604829865744,False
80,"are methods of measuring aerodynamic derivatives available which
could be adopted for use in short running time facilities .",1335,3,15.386556438837317,False
81,"what are wind-tunnel corrections for a two-dimensional aerofoil
mounted off-centre in a tunnel .",631,1,25.6047585056526,True
81,"what are wind-tunnel corrections for a two-dimensional aerofoil
mounted off-centre in a tunnel .",714,3,24.576786629646726,False
82,"how do kuchemann's and multhopp's methods for calculating lift
distributions on swept wings in subsonic flow compare with each other and with
experiment .",1334,1,27.20246975573864,False
82,"how do kuchemann's and multhopp's methods for calculating lift
distributions on swept wings in subsonic flow compare with each other and with
experiment .",1339,3,24.82696784381577,False
83,what is the present state of the theory of quasi-conical flows .,753,1,16.738193569250956,False
83,what is the present state of the theory of quasi-conical flows .,1275,2,16.31421532863771,False
83,what is the present state of the theory of quasi-conical flows .,898,3,15.11317479539926,False
85,"what parameters can seriously influence natural transition
from laminar to turbulent flow on a model in a wind tunnel .",315,2,19.27923267265031,False
85,"what parameters can seriously influence natural transition
from laminar to turbulent flow on a model in a wind tunnel .",184,3,18.182097287913045,False
86,"can a satisfactory experimental technique be developed for measuring
oscillatory derivatives on slender sting-mounted models in supersonic
wind tunnels .",755,1,49.08697243492848,True
87,"what effect has the boundary layer in modifying the basic inviscid flow
behind the shock,  neglecting effects of leading edge and corner .",1228,1,25.69100848610227,False
87,"what effect has the boundary layer in modifying the basic inviscid flow
behind the shock,  neglecting effects of leading edge and corner .",547,2,25.098652008437398,True
87,"what effect has the boundary layer in modifying the basic inviscid flow
behind the shock,  neglecting effects of leading edge and corner .",439,3,23.060074204901916,False
88,"how does a satellite orbit contract under the action of air drag in
an atmosphere in which the scale height varies with altitude .",548,1,52.35965929293753,True
89,"how is the flow at transonic speeds about a delta wing different
from that on a closely-related tapered sweptback wing .",1338,1,26.045007208878104,False
89,"how is the flow at transonic speeds about a delta wing different
from that on a closely-related tapered sweptback wing .",757,3,22.60887337878308,True
90,recent data on shock-induced boundary-layer separation .,265,1,21.03826020790686,False
90,recent data on shock-induced boundary-layer separation .,358,3,15.195060946489622,False
91,what interference effects are likely at transonic speeds .,924,3,14.768286362196598,False
92,"given complete freedom in the design of an airplane,  what procedure
would be used in order to minimize sonic boom intensity,  and is there a
limit to the degree of minimizing that can be accomplished .",758,1,30.4423107812387,True
93,"can methane-air combustion product be used as a hypersonic test
medium and predict, within experimental accuracies, the results
obtained in air .",635,1,57.506963901084895,True
93,"can methane-air combustion product be used as a hypersonic test
medium and predict, within experimental accuracies, the results
obtained in air .",68,3,24.589194194173523,False
95,what is the theoretical heat transfer distribution around a hemisphere .,635,1,21.49341989006877,True
95,what is the theoretical heat transfer distribution around a hemisphere .,1002,3,17.515078358635726,False
96,"has anyone investigated the unsteady lift distributions on finite
wings in subsonic flow .",637,1,25.617561234275346,True
97,"what information is available for dynamic response of airplanes to
gusts  or blasts in the subsonic regime .",1331,1,29.682041802781594,False
97,"what information is available for dynamic response of airplanes to
gusts  or blasts in the subsonic regime .",882,3,17.081500656400518,False
98,"will forward or apex located controls be effective at low subsonic
speeds and how do they compare with conventional trailing-edge
flaps .",638,1,40.57242542226039,True
98,"will forward or apex located controls be effective at low subsonic
speeds and how do they compare with conventional trailing-edge
flaps .",673,2,28.009321365616586,False
98,"will forward or apex located controls be effective at low subsonic
speeds and how do they compare with conventional trailing-edge
flaps .",1343,3,22.81842882445102,False
99,"given that an uncontrolled vehicle will tumble as it enters an
atmosphere, is it possible to predict when and how it will stop
tumbling and its subsequent motion .",639,1,56.08107067031366,True
99,"given that an uncontrolled vehicle will tumble as it enters an
atmosphere, is it possible to predict when and how it will stop
tumbling and its subsequent motion .",715,3,32.69846402443217,False
100,"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .",760,1,37.08498626167247,True
102,basic dynamic characteristics of structures continuous over many spans .,729,2,12.465776854659968,True
102,basic dynamic characteristics of structures continuous over many spans .,1339,3,12.103352613926141,False
103,is the information on the buckling of sandwich sphere available .,761,1,23.028917213675687,True
103,is the information on the buckling of sandwich sphere available .,1214,2,16.41696915489405,False
103,is the information on the buckling of sandwich sphere available .,1050,3,14.77805230854369,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",762,1,25.23794014006133,True
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",644,2,19.104875473019472,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",462,3,18.9161598934919,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",764,2,42.29809010820733,True
106,experimental techniques in shell vibration .,764,2,13.488047512469134,True
106,experimental techniques in shell vibration .,1036,3,12.543317776218759,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",640,1,37.796486328230614,True
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",883,3,26.050269223933697,False
108,what data is there on the fatigue of structures under acoustic loading .,884,3,21.015762866497756,False
109,panels subjected to aerodynamic heating .,391,1,14.698248734408528,False
109,panels subjected to aerodynamic heating .,859,2,14.66242693117906,False
109,panels subjected to aerodynamic heating .,627,3,13.23317266575395,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",15,2,22.78394709104058,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",1387,3,22.614921658168452,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",894,1,30.845106675966086,True
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",390,3,21.02308040750561,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",641,1,50.10689781673547,True
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",734,3,29.99079859673007,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",704,2,16.82579302920113,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",815,3,16.27728834096152,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",895,1,48.52844160166785,True
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",712,2,30.93509121434695,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",1266,3,27.0598760424618,False
115,"is the problem of similarity for representative investigations of
aeroelastic effects in heated flow as intractable as previous investigations
imply .",184,1,17.841699478394847,True
115,"is the problem of similarity for representative investigations of
aeroelastic effects in heated flow as intractable as previous investigations
imply .",875,2,15.932048193716273,False
115,"is the problem of similarity for representative investigations of
aeroelastic effects in heated flow as intractable as previous investigations
imply .",746,3,15.732513252571188,False
116,"what is the magnitude and distribution of lift over the cone and the
cylindrical portion of a cone-cylinder configuration .",522,1,22.350736281476436,False
116,"what is the magnitude and distribution of lift over the cone and the
cylindrical portion of a cone-cylinder configuration .",1038,2,21.060721565307404,False
117,"is there any information on how the addition of a /boat-tail/ affects
the normal force on the body of various angles of incidence .",229,1,22.735635871494814,False
117,"is there any information on how the addition of a /boat-tail/ affects
the normal force on the body of various angles of incidence .",230,2,20.606326815190624,False
117,"is there any information on how the addition of a /boat-tail/ affects
the normal force on the body of various angles of incidence .",282,3,19.158206597014207,False
118,"what are the aerodynamic interference effects on the fin lift and body
lift of a fin-body combination .",520,1,32.185220693806926,False
118,"what are the aerodynamic interference effects on the fin lift and body
lift of a fin-body combination .",246,2,31.691493120210435,False
119,"what is the effect of initial axisymmetric deviations from circularity
on the non linear (large-deflection) load-deflection response of
cylinders under hydrostatic pressure .",928,2,26.296744311667755,False
119,"what is the effect of initial axisymmetric deviations from circularity
on the non linear (large-deflection) load-deflection response of
cylinders under hydrostatic pressure .",744,3,25.930813356548686,False
120,"are previous analyses of circumferential thermal buckling of circular
cylindrical shells unnecessarily involved or even inaccurate due to the
assumed forms of buckling mode .",769,1,52.465620096241885,True
121,"what papers are there dealing with circumferential buckling either
thermal buckling or due to mechanical loading .",769,1,28.13460493131208,True
122,"what analytical investigations have been made of the stability of
conical shells . how do the results compare with experiment .",898,1,24.3014893277676,True
122,"what analytical investigations have been made of the stability of
conical shells . how do the results compare with experiment .",1070,2,18.904352938843175,False
123,"has any work been done on determining the nature of compressible
viscous flow in a straight channel .",941,1,21.690947959859344,True
123,"has any work been done on determining the nature of compressible
viscous flow in a straight channel .",742,2,15.299510661833105,False
123,"has any work been done on determining the nature of compressible
viscous flow in a straight channel .",1221,3,15.286837949988,False
124,"in what areas, other than low density wind tunnel flows, is viscous
compressible flow in slender channels a problem .
what analytical investigations have been made of the stability of
conical shells . how do the results compare with experiment .",941,1,34.87097124527801,True
124,"in what areas, other than low density wind tunnel flows, is viscous
compressible flow in slender channels a problem .
what analytical investigations have been made of the stability of
conical shells . how do the results compare with experiment .",898,2,24.3014893277676,False
124,"in what areas, other than low density wind tunnel flows, is viscous
compressible flow in slender channels a problem .
what analytical investigations have been made of the stability of
conical shells . how do the results compare with experiment .",516,3,22.727467636761606,False
125,jet interference with supersonic flow  -dash experimental papers .,993,1,16.359409726005282,False
126,thrust vector control by fluid injection -dash papers .,1288,2,31.765739934314546,False
127,"is it possible to obtain a reasonably simple analytical solution to the
heat equation for an exponential (in time) heat input .",5,1,26.02983122324512,False
127,"is it possible to obtain a reasonably simple analytical solution to the
heat equation for an exponential (in time) heat input .",6,2,25.47387763676881,False
128,"has anyone programmed a pump design method for a high-speed digital
computer .",945,1,38.08403978970807,True
128,"has anyone programmed a pump design method for a high-speed digital
computer .",1063,2,22.865928715749305,False
128,"has anyone programmed a pump design method for a high-speed digital
computer .",92,3,21.144602962200977,False
129,"has anyone derived simplified pump design equation from the fundamental
three-dimensional equations for incompressible nonviscous flow .",945,1,34.07330493063832,True
130,"what are the flutter characteristics of the exposed skin panels of the
x-15 vertical stabilizer when subjected to aerodynamic heating .",948,1,39.11355088870036,True
131,"what agreement is found between theoretically predicted instability
times and experimentally measured collapse times for compressed columns
in creep .",950,1,47.71425929947141,True
131,"what agreement is found between theoretically predicted instability
times and experimentally measured collapse times for compressed columns
in creep .",1021,2,38.005023297335995,False
131,"what agreement is found between theoretically predicted instability
times and experimentally measured collapse times for compressed columns
in creep .",1025,3,35.628975565145694,False
132,theoretical studies of creep buckling .,1021,2,17.091927384101417,False
132,theoretical studies of creep buckling .,950,3,15.691910675426168,True
133,experimental studies of creep buckling .,950,1,15.219359559708824,True
133,experimental studies of creep buckling .,951,2,15.029097810986961,False
133,experimental studies of creep buckling .,1026,3,14.55260452463894,False
